id,straw_man,appeal_to_fear,fud,bandwagon,whataboutism,loaded_language,glittering_generalities,euphoria,cherry_picking,cliche,Usage
3a36cb9c-90f2-46ee-8262-b512e2f5bec8,0,0,0,0,0,1,0,0,0,0,Public
1b625af8-0e46-4b32-b330-d00b98bf0804,1,0,0,0,0,0,0,0,0,0,Public
4a7db063-7779-411e-b77a-f93567a40e12,0,0,0,0,0,1,1,1,0,0,Public
b23d31fd-0c3f-4b96-919a-e9f897110a1a,0,0,0,0,0,0,0,1,0,0,Public
0cef6099-5f35-4508-9fba-901fcc29e97f,0,0,0,0,0,0,0,0,0,0,Public
a03db8f6-7272-4cad-a974-3bd0fcaf2978,0,0,1,0,0,1,0,0,1,0,Public
6a500038-f060-42c2-bd8c-b73a5d976589,0,0,0,0,0,1,0,0,0,0,Public
346fc1f7-7b3e-47ab-8cae-8c36603573ce,0,0,0,0,0,0,0,0,0,0,Public
81ae6f4f-ae8a-4c21-abb4-00d442daef32,0,0,0,0,0,1,0,1,0,1,Public
0fdfd17b-7b45-4666-8eac-3cdf965cb073,0,0,0,0,0,0,0,1,0,0,Public
08609599-9deb-4a38-a414-c5abe7274dd4,0,0,0,0,0,1,0,0,0,0,Public
734b11af-2fcc-45d3-8929-1027672545a4,0,0,0,0,0,0,0,0,0,0,Public
47365de2-5b4f-4d3b-a978-3793ca9cd9d9,0,0,0,0,0,1,0,0,0,0,Public
20ed6781-226a-4a5a-8d1a-6eb8ae28228c,0,0,0,0,0,0,0,0,0,0,Public
1485eb75-decd-4f7a-a141-3e3c3e2ba990,0,0,0,0,0,1,1,0,0,0,Public
769db323-937b-418a-9547-a8b72232b049,0,0,0,0,0,0,1,0,0,0,Public
9730548e-b4fd-4ac2-8d33-9238313abccc,0,0,0,0,0,0,0,1,1,1,Public
ea909b96-a835-4b11-a9e1-88ddf665a6a3,0,0,0,0,0,0,0,0,0,0,Public
eee09e83-1252-4cd1-8e46-120e74093add,0,0,0,0,0,0,0,0,0,1,Public
c5350503-77c1-4c0c-be46-091940887b89,0,0,0,0,0,0,0,0,0,0,Public
270c95e0-691d-4fb6-84a5-ab3fab6f6369,0,0,0,1,0,0,0,0,0,0,Public
becfc8a8-8415-4f96-bea8-0ccd00798692,0,0,0,0,0,0,0,0,0,0,Public
b90b389e-9ca1-4d72-850d-3752a7e971d6,0,0,0,0,0,0,0,0,0,0,Public
17de20fd-a181-4aa4-92d7-3fd5a7ebd24b,0,0,0,1,0,0,1,0,0,0,Public
aabd6409-3ef9-44dd-9f99-2165edfe9fd8,0,0,0,0,0,0,0,1,0,0,Public
1c32a9ab-6954-4c32-8519-ee4edacef030,0,0,0,0,0,0,0,0,0,0,Public
e00756d1-8986-479b-adc7-0b70cc0d146f,0,1,0,0,0,1,0,1,0,0,Public
a503facd-4251-4e2a-ad97-2ae58f83b922,0,0,0,0,0,0,0,0,0,0,Public
51f903ee-320a-47bb-911f-21646d128bec,1,0,0,0,0,1,0,0,1,1,Public
6dd9ee74-38f7-4f98-83bc-2685c7dc8f03,0,0,0,0,0,0,0,0,0,0,Public
2fc5ace5-d3a5-40e4-8983-8b0c5b42fe4b,0,0,0,0,0,0,0,0,0,0,Public
acd588d2-e240-43d7-859f-b3971316323f,0,0,0,0,0,0,0,0,0,0,Public
eaa33011-46d2-4ebc-8937-acaebe3cecaf,0,0,0,0,0,0,0,0,0,0,Public
77bb4115-3fa2-4fd4-a1b1-f4a8cc01d83b,0,1,0,0,0,1,1,0,0,1,Public
e07f78bb-bf84-4cee-8a8e-6dc3fb4eabc6,0,0,0,0,0,0,0,0,0,0,Public
753ed054-f374-4fdc-a291-599527c2da92,0,0,0,0,0,1,0,0,0,0,Public
11f60f92-d9c6-4f8f-bc3d-5e1e481f9b55,0,0,0,0,0,0,0,0,0,0,Public
ea1d3ed0-11b1-4545-a055-1a39c6c67e83,0,0,0,0,0,1,1,0,0,0,Public
e41bfa54-0ba5-41e1-9912-ed1c2246a550,0,0,0,0,0,0,0,1,1,0,Public
37ddf227-b1b0-4519-9c10-ab957928e1ec,0,0,0,0,1,0,0,0,0,0,Public
d77d1803-fb2a-436a-9bb4-8eed0e4b3fbe,1,1,0,1,1,1,0,0,0,1,Public
64118fb0-82b5-43a9-9dab-5ee116530d40,0,0,0,0,0,1,1,0,0,0,Public
c7e96c72-31f3-4afe-87db-d9d76f04522f,1,1,0,0,0,1,0,0,0,0,Public
1344f2fd-b7de-4000-abcc-2c3713fae469,0,0,0,0,0,0,0,0,0,0,Public
ecb7f623-f8f1-4b23-945e-6508cd703580,0,0,0,0,0,1,1,0,0,0,Public
9143bb42-e001-4c05-a3b6-02d3bc75102b,0,0,0,0,0,1,0,0,0,0,Public
e9245f03-818f-4da1-af84-ea54a45d2202,0,0,0,0,0,0,0,0,0,0,Public
37bf929d-9235-4cd0-8a7a-6f454299e615,0,0,0,0,0,0,0,0,0,0,Public
1c50e7ec-4d62-42cd-a103-4f37d10da350,0,0,1,0,1,0,0,0,0,0,Public
4a6dcffd-0cee-4f16-9e82-985fa5c0ce1e,0,0,0,0,0,0,0,0,0,0,Public
caee9579-ac3d-4c8f-b554-e5d1e359fce9,0,0,0,0,0,0,0,0,0,0,Public
f4da2413-e371-46d3-9909-677117f29947,0,0,0,0,0,0,1,0,0,0,Public
46349c59-a7c5-4edb-9b4c-4018ebc48365,0,0,0,0,0,0,1,1,1,1,Public
f5678ed7-31f1-460d-bbff-4c3330fa4a7b,0,0,1,1,1,1,0,0,1,0,Public
02a7526e-7e92-4228-926c-e310dc485b35,0,1,0,0,0,1,0,0,0,0,Public
f9d773e1-b35d-4b59-8b7e-226a73e304a7,0,0,0,0,0,0,0,0,0,0,Public
e0a0dff9-06dc-4e3b-8c93-a8bb72dce66b,0,0,0,0,0,0,0,0,0,0,Public
74dca9db-33e5-49b7-95ee-da49906f1b17,0,1,0,1,0,1,0,0,0,0,Public
d066e887-ac48-4c15-ad6d-39e55abe2717,0,0,0,0,0,0,0,0,0,0,Public
1af14d5c-c861-489e-9ca0-cb25cd5e15fb,0,0,1,0,0,0,0,0,1,1,Public
93899c2c-7b7d-4675-824a-e406559a6068,0,0,0,0,0,0,0,0,0,0,Public
20cb9269-874e-4f6d-bb23-fa0e6a91b922,0,0,0,0,0,1,1,0,0,0,Public
4eff4d00-2d62-4661-9389-da8b3ec4f9d2,0,0,0,0,0,0,0,0,0,0,Public
c3f4271f-6e7c-4746-b18d-7d07ba32502e,0,0,0,0,0,1,0,0,0,0,Public
4e8c5f78-788e-4b7f-8e72-ad50c500e5c7,0,0,0,0,0,1,1,0,0,0,Public
3a5b4382-b9fa-4b1b-bb94-1d6023058e8b,0,0,0,0,0,0,1,0,0,0,Public
c837548b-b0a3-4cfd-94ae-1bd960b540c9,0,0,1,0,0,0,0,1,1,0,Public
40a33723-8993-4876-87c2-2eb16286e127,0,0,0,0,0,1,0,0,0,0,Public
1c5cb00e-6742-499d-a5bf-fd55956d402c,0,0,0,0,0,1,0,1,0,1,Public
83ef9b11-b88e-453f-a230-f5103788b046,0,0,0,0,0,1,0,0,1,0,Public
cc420f83-8fc7-46d9-85d3-d9d277b43358,0,0,0,0,0,0,0,0,0,0,Public
be00f20b-b9f2-4a71-b33b-74f032d81fdc,0,1,0,0,1,0,0,0,0,0,Public
45f8bb01-d338-4fa9-882e-72ff8a5d7f04,0,0,0,0,0,1,1,0,0,0,Public
e4e1862b-a7fa-42a7-a004-7e134321448d,0,1,1,0,0,1,0,0,1,0,Public
59bdfb32-472b-4d55-a76d-d851b6b3fb46,0,0,0,0,0,0,1,0,0,0,Public
e7fb3e28-86f7-4301-8460-418e80da4ffd,0,0,0,0,0,0,1,0,0,0,Public
c5d57b61-26fc-4b8c-9836-5cd6143dc083,0,1,1,0,0,0,0,0,0,0,Public
b9a67e84-0b8e-41b4-88d5-e2b18055d714,0,0,1,0,0,0,1,0,0,0,Public
b783871d-4c1f-4457-9f33-218c4342b52d,0,0,0,0,0,0,0,0,0,0,Public
47bafd18-32f5-43ab-90c0-4e475bd86acd,0,0,0,0,0,0,0,0,0,0,Public
41180d92-dd89-4c83-be93-263f1529750d,0,0,0,0,0,1,1,0,0,0,Public
8e409398-d40b-4e91-b4d3-6de3d1ae541d,0,1,0,0,0,1,0,0,0,0,Public
98c1f324-4e11-4625-aaeb-fb367645368b,0,0,0,0,0,1,0,1,0,0,Public
efd74e0d-6a6b-44a0-a309-c43beffa6fd2,0,0,0,0,0,1,0,0,0,0,Public
65471c70-acd0-438c-b12e-62fc6c9f38ac,0,0,0,1,0,1,1,0,1,0,Public
6091d8d9-68ed-4ec4-a4df-d645ad4922ad,0,0,1,0,0,1,0,0,0,0,Public
273e07ff-022f-46c4-921d-e6c8297ffce0,0,0,0,0,0,1,0,0,0,0,Public
0cd62a6c-7f8c-44a4-bdba-a05685853d09,0,0,0,0,0,1,0,0,0,0,Public
43ab378f-fc13-4abd-b1b0-bb1e19cbee81,0,0,0,0,1,1,0,0,0,0,Public
dc6e64e7-9cb7-4071-b92a-3bf8f401c094,0,0,0,0,0,0,1,1,1,0,Public
c3e21168-07a1-4a92-86fc-57dd3d3dc95c,0,0,0,0,0,0,0,0,0,0,Public
50b8001f-e6cb-49ee-90b2-5bc24c455f32,0,0,0,0,0,1,0,0,0,0,Public
c5a12dae-d3ff-4b23-bc39-b815a3767be3,0,0,0,0,0,0,0,0,0,0,Public
e3b03d4b-43bf-4ec6-9ffb-3c03a460682c,0,0,1,0,0,1,0,0,1,0,Public
c4421bd7-afff-4b3e-8b0b-92fedc2d6e4b,1,0,0,1,0,1,1,0,1,0,Public
352432f5-4022-4520-9d13-1f0805febf7b,0,1,0,1,0,1,1,1,1,0,Public
b37555dd-d520-4259-a62f-2c2fc7a4d79c,1,0,0,0,0,1,0,0,1,0,Public
7ffebc5c-620b-4585-bfe3-eeea7fe9c21c,0,0,0,0,0,1,0,1,0,0,Public
94b8f624-bb3c-4f59-bf2d-5a2dabeeed97,0,0,0,0,0,1,0,0,0,0,Public
cabea841-7e22-41c9-b484-fb2bf64340a3,0,0,0,0,0,0,0,0,0,0,Public
45e80e57-ea07-4e78-8196-b1e4032caf3d,0,0,0,0,0,0,0,1,0,1,Public
ed713f22-2a52-4bae-89f7-070b2a85155d,0,0,0,0,0,1,0,0,0,0,Public
996d342d-c5b0-41b0-a5a4-3a3591395a8a,0,0,0,0,0,1,0,0,0,0,Public
3dc9058b-26e3-4ec1-87d8-5753516e7cfd,0,0,1,0,0,1,0,0,0,1,Public
04638986-04a1-4596-81b8-e746645ebe22,0,0,0,0,0,0,1,0,0,0,Public
655e9c76-0eff-4c8a-bafd-9c5ff59c1574,0,0,0,0,0,0,0,0,0,0,Public
b01e4315-6c12-4ad0-9222-ce0604144f55,0,0,0,0,0,0,1,0,0,0,Public
c07b8cc5-c1ab-42f1-bad1-14c438065f8b,0,1,0,0,0,1,0,0,0,0,Public
eb9e1d23-d43c-4446-8617-cb7c72cad053,0,0,0,0,1,1,0,0,0,0,Public
0dafa625-80f8-4c8a-bc02-a1d7b3197af7,0,0,0,0,0,0,1,1,0,0,Public
4995a393-ebad-423b-aba6-e060b9d7e86e,0,0,0,0,0,1,1,0,0,0,Public
457eea94-7805-4f77-8fc0-41d741d674d5,0,0,0,0,0,1,0,0,0,0,Public
ae9d92a5-a0a6-40ee-a572-e345955e38d3,0,0,0,0,0,0,0,0,0,0,Public
4f98218a-bdb0-4228-ba79-dbed4d573159,0,0,0,0,0,0,0,0,0,0,Public
37f7ce68-46b4-4f30-80f0-3a76f0446432,0,0,1,0,0,1,0,0,1,0,Public
3c21fdc6-d2cd-4264-a728-097f61a7af9d,0,0,0,0,0,0,0,1,1,0,Public
57eeacc2-2340-4add-9a36-dd4deb4ad81e,0,0,0,1,0,1,0,0,1,1,Public
8d4b87db-7b1f-41d7-a317-6c21b3df2fb2,0,1,0,0,0,1,0,0,0,0,Public
47124535-2c19-4a38-bef6-3b2e23483395,1,0,1,0,0,1,0,0,1,1,Public
ec8b880f-d490-44bc-95dc-4604fd391a1e,0,0,0,0,0,0,0,1,0,1,Public
85d6f61f-1ee3-4766-b616-593801e38dd9,0,0,0,0,0,1,0,0,0,0,Public
b8f677f5-b5d7-4bbd-8dc0-fad1fad9d5b2,0,0,0,0,0,1,0,0,0,0,Public
7be90951-d232-4ce1-b75c-197589afe7be,0,0,0,0,0,1,0,0,1,0,Public
44064145-afa3-4efe-89a2-e01ac80d168a,0,0,0,0,0,1,0,0,1,0,Public
cd0a202d-1bc6-4ae3-9722-25e75e686d5e,0,0,0,0,0,1,1,0,0,1,Public
4862bd86-367e-451b-9a4a-61e2e9d59a81,0,0,1,0,0,0,0,0,1,0,Public
b1ff796f-ee88-445d-ae41-9c6b6b7240cb,0,0,0,0,0,0,0,0,0,0,Public
c8855d3c-ce5d-4643-81f8-82b66612a2b9,0,0,0,0,0,0,1,0,0,0,Public
65adcdae-3e13-499e-b68c-3846f52b9835,0,0,0,0,0,0,0,0,0,0,Public
d5041e79-6d14-4614-962c-211f897205fa,0,0,0,0,0,1,1,0,0,0,Public
0093a2f8-03cd-4168-a215-3c280305c1b6,0,1,0,0,0,1,0,0,0,0,Public
0feb8de3-2b95-4a51-a57c-06a1c0f5dce8,0,0,0,0,0,0,0,0,0,0,Public
4fa01450-b596-4878-b742-156896ba059a,0,0,0,0,0,1,0,0,1,0,Public
0c75eaae-34ec-4e7c-aa0f-aa88140f6c26,0,0,0,0,0,1,0,0,0,1,Public
061d2a7c-ee64-4dad-8a9f-47e26681b020,0,0,0,0,0,0,0,0,0,0,Public
78c76fd7-8a21-4b5e-bcac-083858c26778,0,0,0,0,1,1,0,0,0,0,Public
675e4ce4-b709-47bf-bf11-f5a9af418b1a,0,0,0,0,0,1,0,1,0,0,Public
87b47648-bf7b-478a-b4e2-3b03c4f10add,0,0,0,0,0,0,0,0,0,0,Public
41ea9756-5049-48c4-9fbd-829750a31b87,0,0,0,0,0,0,1,1,0,1,Public
4d6849c7-9847-4023-b6bc-46aaf5592470,0,0,1,0,0,1,0,0,1,0,Public
3e3c76eb-cffe-4ec3-8944-8ab4a3583350,0,0,0,0,0,1,0,0,0,0,Public
31d08c99-91f6-4ff3-a8f3-a889fdd1ee0d,0,0,1,1,0,1,0,0,0,0,Public
8b27e605-8bb8-4769-8c09-b22390568c43,0,0,0,0,0,0,0,0,0,0,Public
0bafc89a-e800-43ea-8800-8f0e5961eead,0,0,0,0,0,1,0,0,0,0,Public
161165f2-1bba-413f-8e2a-ac8836e751a2,0,0,0,0,0,1,0,0,0,0,Public
2e659923-280e-4772-a2b8-acfe5b8b808c,0,0,0,0,0,1,0,0,0,1,Public
62072807-55f1-4a3e-aaaa-8c32ee85ab86,0,0,0,0,0,0,0,0,0,0,Public
01498942-e696-46a4-8b34-179aeeb09022,0,0,1,0,0,0,0,0,1,0,Public
ed034379-94d1-422d-a020-035c63655fe7,0,0,0,0,0,0,0,0,0,0,Public
5c8ab71c-05f2-4e89-9175-ed6f9a04d92c,0,0,0,0,0,1,1,0,0,0,Public
3314ab48-a196-4a33-a1de-91613e1d4723,0,0,0,0,0,0,0,0,0,0,Public
d19f96f4-4642-4094-bac7-9ac1ce43b61b,0,0,1,0,0,1,0,0,1,0,Public
f535847f-93df-4872-b09a-7e5568cd3f4b,0,0,0,0,0,1,0,0,0,0,Public
37e94dca-e282-4c42-a0ea-17c0c12e627c,1,0,0,0,0,0,0,0,1,1,Public
e224291d-a3f5-48ba-8c1b-6dca8004cd14,0,0,0,0,0,1,0,0,0,0,Public
76f3ac48-7e38-4136-9d72-fce75e15100b,0,0,0,0,0,1,0,0,0,0,Public
eeb54e07-c7bb-4c9a-ba96-9d1503974e0d,0,0,0,0,0,1,0,0,1,0,Public
c64927a5-c8af-449e-9eab-de33d11d22ac,0,0,0,0,0,0,0,0,0,0,Public
1dd16866-1beb-4491-bb31-26d29aac9160,0,0,1,0,0,1,0,0,1,1,Public
2d7615f8-a7bb-4677-81c6-2f0abefd65a2,0,0,0,0,0,0,0,0,0,0,Public
bd33b91c-23d7-4f95-9882-ae1120fd6851,0,0,0,0,1,1,0,0,0,0,Public
5f61ad0d-67e9-4c46-b360-550425ef61fc,0,0,0,0,0,0,1,0,0,1,Public
bdc9ae20-a649-4ab0-951a-500086bb0f8d,0,0,0,0,0,1,0,0,0,1,Public
de7753b3-b7a4-47ae-a793-98556f04ce0d,0,0,0,0,0,1,0,1,0,0,Public
41a3a022-7fc5-4e3d-b920-8b8d1d7c54d8,0,0,0,0,0,1,0,0,0,0,Public
5c154b3b-6260-4cbc-a111-d1d2146032c3,0,0,0,0,0,0,1,1,0,0,Public
040a239f-8201-400a-b3aa-0304030ac28c,0,1,0,0,0,0,0,0,0,0,Public
f075d4c4-818b-473c-8e5a-37ea497c3202,0,0,0,0,0,1,0,0,0,0,Public
06e13898-efb1-4177-8dba-65418c80a317,0,0,0,0,0,1,0,0,0,0,Public
6c41d02a-f0e4-442a-a6ed-18364e831884,0,0,0,0,0,0,0,0,0,0,Public
ffe02213-0a69-4ff5-9f24-6f668c3e6744,0,0,0,0,0,0,0,0,0,0,Public
42c8da31-584b-4b3a-9c98-80eb76eb2d66,0,0,0,0,0,0,0,0,0,0,Public
8a2d1173-29fe-4125-8026-e9213794c726,0,0,0,0,0,0,0,0,0,0,Public
14882274-8f21-47cd-ad76-48a24616fb3a,0,1,0,0,0,1,0,0,0,0,Public
8b7d8ec7-745e-492e-a960-f3804bbf1d6b,0,1,0,1,0,0,0,0,0,1,Public
0147ffad-ec85-4011-9db5-726932aef342,0,0,0,0,0,1,0,0,0,0,Public
ef2e2078-c6cf-4a39-b1a0-318b1c7e9e01,0,0,0,0,0,0,0,0,0,0,Public
a45075b3-351e-4600-a16c-300e5b51c716,0,0,0,0,0,0,0,1,0,0,Public
87f427e1-ff51-4fd8-a316-7e48632510b9,0,0,0,0,0,1,0,0,0,0,Public
a648dbae-eef4-4a36-acf1-6a6332bff527,0,0,0,0,0,1,1,0,0,0,Public
91cfb30d-6352-45bb-a94c-9dbfbce19f24,0,0,0,0,0,0,0,0,0,0,Public
fbd92837-4c1d-41ae-94fa-e26b9f7d0f53,1,0,0,0,0,1,0,0,0,1,Public
91c8cd75-2375-4d3f-a555-7d33de629f10,0,0,0,0,0,1,1,1,0,0,Public
6fa24294-df1f-4c23-8e95-a432015479a9,0,0,0,0,0,1,1,0,0,0,Public
8e6b5d6c-43ca-4723-9cff-57e5a4588b82,0,0,0,0,0,1,0,0,0,0,Public
24e7c6fa-15c0-4d6f-9064-e211d2d8ddc8,0,0,0,1,0,0,0,0,0,1,Public
d596f69c-aeaa-4e5d-baf7-d57cc8ded6ee,0,0,0,0,0,0,0,0,0,0,Public
9f39848d-2c71-4b51-87a4-8503f578f0b4,0,0,0,0,0,0,1,1,0,1,Public
33b6e73b-9e71-4f87-a959-727d93d6c16a,0,0,0,0,0,1,0,0,0,0,Public
b6476254-17d4-46af-b19d-baf0a230b3d1,1,1,0,0,0,0,0,0,0,1,Public
c43de457-214a-443d-9dff-9e96354301d3,0,0,0,0,0,0,0,0,0,0,Public
57c43a10-aed6-49e5-893a-95c61e4e765f,0,0,0,0,0,0,0,0,0,0,Public
453f47c1-dc71-4613-b07f-d6e37739148f,0,0,0,0,0,0,1,0,0,0,Public
babe68f9-6593-49d6-bf3b-630f085c5454,0,0,0,0,0,0,0,0,0,0,Public
9a11f953-8acc-4f1a-af48-8a9045804aac,0,0,0,0,1,1,0,0,0,0,Public
8963d39c-0b87-45f7-8008-895b98f4b44b,0,0,0,0,0,0,0,0,0,0,Public
01910520-cdb7-4808-adea-ea4f7ede4b6c,0,0,0,0,0,0,0,0,0,0,Public
9f87eac6-810e-43f8-9de2-71cbeb74f8cb,0,0,0,0,0,0,0,0,0,0,Public
951599db-e775-41d9-abaa-2d48aec45b21,0,0,0,0,0,0,0,1,0,0,Public
8500d319-bc63-4010-b2a1-486a68f7edda,0,0,0,0,0,0,0,0,0,0,Public
0974efdb-22cf-41ed-b9f1-edbf6e4593ea,0,0,0,0,0,0,0,0,1,0,Public
0709fc70-50a4-4909-a917-b25ce109e40f,0,0,0,0,0,1,0,0,1,0,Public
c8b461e3-b7a6-479c-9798-f64b08bd13fa,0,1,1,0,0,0,0,0,0,0,Public
2562e91a-a3b4-41fc-825b-580772144bf5,0,0,1,0,0,1,0,0,0,1,Public
e0f8b10f-afee-4a78-b2c6-db3a3535fc2e,0,0,0,0,0,1,0,1,0,0,Public
447f1f8d-27ad-4825-b0fd-83e501547777,0,1,0,0,0,1,0,0,1,1,Public
8d045444-a76f-4fea-ba3a-32578278d2d1,0,0,1,0,0,0,0,0,0,0,Public
db2740e3-6a18-4462-a94e-5efc4235e99b,0,0,0,0,0,1,0,1,0,0,Public
abc9132d-5463-4c0e-a7fb-4b697a6e9b89,0,0,0,0,0,1,1,0,0,0,Public
f6f0aad7-eb56-4460-bb46-cbfc923a2e1d,0,0,0,0,0,0,1,0,0,1,Public
287f86cd-4766-412a-9259-33216b98cbf2,0,0,0,0,0,0,0,0,0,0,Public
03aadfa7-b456-4b89-9997-59c28d86f1fd,0,0,0,0,0,0,0,0,0,0,Public
c49b70c7-93c0-4271-a6a8-f68067c16d73,0,0,0,0,0,1,0,0,0,0,Public
5d0253d3-f63b-4615-937b-67103f05c596,0,0,0,0,0,1,0,0,1,0,Public
a267a1c6-301e-4848-bc64-8585e3c2db49,0,0,0,0,0,0,0,0,0,0,Public
5d08bf51-e8db-4399-8395-b8b4697a0f39,0,0,0,0,0,0,0,0,0,0,Public
6fae0906-6be0-481f-98f3-848f5fae999b,0,0,0,0,0,0,0,0,0,0,Public
da154715-1e70-44c4-a565-93c7d26294e9,0,0,0,0,0,1,0,0,0,1,Public
667d8e4b-0f33-4e2a-9cbe-57a3d6360bc7,0,0,0,0,0,0,0,0,0,0,Public
4014117c-34b6-45ef-92c3-d16ff3f8a1e5,0,0,0,0,0,1,0,0,1,0,Public
d7bd5853-068d-402a-a51f-523f24ff1fc6,0,0,0,0,0,1,1,0,0,0,Public
1693404a-e46d-4199-b90b-a135ed98587f,0,0,0,1,1,1,0,0,0,0,Public
b29a97f5-a919-4619-82f3-6d6d9f21ef10,0,0,0,0,0,1,0,0,0,1,Public
73922412-4249-4328-a6e7-890faec42a5d,1,0,0,0,0,1,0,0,0,0,Public
0bb35c1b-c149-4d3e-bd0f-5e2e0d82dfce,0,0,0,1,0,1,0,0,0,0,Public
a606ad8c-b237-48fe-ae04-09ce1792c483,0,0,0,0,0,0,0,0,0,0,Public
bb7873d1-cf46-443a-8e39-04c2b89f0826,0,0,0,0,0,0,0,0,0,0,Public
d66ff58f-0c7d-4601-b7a8-db65cd4675f5,0,0,0,0,0,0,0,0,0,0,Public
b32b835f-d1cc-4717-89bd-71f14edac3e9,0,0,0,0,0,0,0,0,0,0,Public
4aa67879-d5ad-42f6-89ed-b8ff07ab112c,0,0,0,0,0,0,0,0,0,0,Public
fa98980b-dd15-4e5f-9ccd-3c219953ed79,0,1,1,0,0,0,0,0,0,0,Public
d5b81def-b193-46a8-98cf-92247c39fc43,0,0,0,0,0,0,1,0,0,0,Public
42beb76f-0157-415d-bfbe-e1e2630c6d6f,0,0,0,0,0,1,0,0,1,1,Public
fee85b48-19d1-42fe-8528-3ba337b7c784,0,0,0,0,0,0,1,0,0,0,Public
2012ba24-fb61-4b33-b333-d5eaea6326a7,0,0,0,0,0,0,0,0,0,0,Public
ab20ad29-aaa4-48ca-bdd4-a89fb17480e9,1,1,0,1,1,1,0,0,0,1,Public
9cbba9fe-12a2-4a60-b9b1-e6238de8307e,0,0,0,0,0,0,0,1,0,0,Public
ab53ce51-8945-482f-9fe5-53d836fb643e,0,0,0,0,0,0,0,0,0,0,Public
04a35269-93cf-411d-8a8d-060b5b96b571,0,0,0,0,0,1,0,1,0,0,Public
fbacc8b2-eb97-4f88-ab20-f69a0479bb02,0,0,0,0,0,0,0,0,0,0,Public
8f590793-b754-407a-90a5-112a20548cc6,0,0,0,0,0,0,0,0,0,0,Public
68ada82d-2efc-402e-bde3-4665d34e01bd,0,0,0,0,0,0,0,0,0,0,Public
47ef63eb-66f2-4d5d-9428-42c8bd90e153,1,0,1,0,0,1,0,0,0,0,Public
e940917d-d754-4e89-a67f-0d78e7754cf1,0,0,0,0,0,1,0,0,0,0,Public
9c401b99-5c99-410f-9b46-eee8a27b76c9,0,0,0,0,0,0,0,0,0,0,Public
a0929ae7-c2e8-47ca-a9fb-8e3e85b64352,0,0,0,0,0,1,0,0,0,0,Public
4dda824b-4561-4600-9012-5698cb71a7f1,0,0,0,0,0,0,0,0,0,0,Public
41369550-fc8e-4fdf-9f1d-8f8243bed9cc,0,0,0,0,0,1,0,0,0,0,Public
929a6dfa-2420-4a07-b96a-4a056d9e0522,1,1,0,0,0,1,0,0,0,0,Public
