id,trigger_words,Usage
3a5b4382-b9fa-4b1b-bb94-1d6023058e8b,"[(24, 81), (83, 105), (157, 174)]",Public
c837548b-b0a3-4cfd-94ae-1bd960b540c9,"[(0, 284), (286, 378), (941, 1042)]",Public
40a33723-8993-4876-87c2-2eb16286e127,"[(35, 58), (172, 190), (291, 309), (494, 523), (716, 763), (820, 845), (847, 864), (914, 935), (1260, 1274), (1389, 1405), (1952, 1966), (2400, 2421), (2495, 2506)]",Public
1c5cb00e-6742-499d-a5bf-fd55956d402c,"[(0, 159), (162, 163)]",Public
83ef9b11-b88e-453f-a230-f5103788b046,"[(52, 61), (63, 83)]",Public
cc420f83-8fc7-46d9-85d3-d9d277b43358,,Public
be00f20b-b9f2-4a71-b33b-74f032d81fdc,"[(23, 96), (122, 206)]",Public
45f8bb01-d338-4fa9-882e-72ff8a5d7f04,"[(134, 203), (206, 300)]",Public
e4e1862b-a7fa-42a7-a004-7e134321448d,"[(16, 502)]",Public
59bdfb32-472b-4d55-a76d-d851b6b3fb46,"[(165, 258), (382, 510), (740, 817)]",Public
e7fb3e28-86f7-4301-8460-418e80da4ffd,"[(23, 102)]",Public
c5d57b61-26fc-4b8c-9836-5cd6143dc083,"[(120, 157)]",Public
b9a67e84-0b8e-41b4-88d5-e2b18055d714,"[(122, 143), (145, 181)]",Public
b783871d-4c1f-4457-9f33-218c4342b52d,,Public
47bafd18-32f5-43ab-90c0-4e475bd86acd,,Public
41180d92-dd89-4c83-be93-263f1529750d,"[(78, 152), (335, 342), (529, 649)]",Public
8e409398-d40b-4e91-b4d3-6de3d1ae541d,"[(16, 88), (165, 336), (340, 527)]",Public
98c1f324-4e11-4625-aaeb-fb367645368b,"[(0, 87)]",Public
efd74e0d-6a6b-44a0-a309-c43beffa6fd2,"[(71, 78), (82, 92), (94, 105), (109, 122), (124, 132)]",Public
65471c70-acd0-438c-b12e-62fc6c9f38ac,"[(129, 1891)]",Public
6091d8d9-68ed-4ec4-a4df-d645ad4922ad,"[(26, 62), (143, 169), (286, 318), (323, 344), (375, 397)]",Public
273e07ff-022f-46c4-921d-e6c8297ffce0,"[(0, 40), (44, 136)]",Public
0cd62a6c-7f8c-44a4-bdba-a05685853d09,"[(77, 100), (109, 132), (138, 156)]",Public
43ab378f-fc13-4abd-b1b0-bb1e19cbee81,"[(103, 137), (156, 178), (325, 396)]",Public
dc6e64e7-9cb7-4071-b92a-3bf8f401c094,"[(8, 42), (146, 182), (184, 220)]",Public
c3e21168-07a1-4a92-86fc-57dd3d3dc95c,,Public
50b8001f-e6cb-49ee-90b2-5bc24c455f32,"[(0, 27), (32, 62), (72, 77), (111, 125)]",Public
c5a12dae-d3ff-4b23-bc39-b815a3767be3,,Public
e3b03d4b-43bf-4ec6-9ffb-3c03a460682c,"[(0, 94), (96, 121), (196, 209), (316, 348)]",Public
c4421bd7-afff-4b3e-8b0b-92fedc2d6e4b,"[(14, 36), (118, 186), (284, 337)]",Public
352432f5-4022-4520-9d13-1f0805febf7b,"[(42, 60), (130, 154), (173, 178), (225, 232), (320, 333), (525, 554), (556, 596), (660, 680), (706, 711), (903, 916)]",Public
b37555dd-d520-4259-a62f-2c2fc7a4d79c,"[(0, 11), (78, 332), (380, 429), (493, 510)]",Public
7ffebc5c-620b-4585-bfe3-eeea7fe9c21c,"[(97, 102), (213, 229)]",Public
94b8f624-bb3c-4f59-bf2d-5a2dabeeed97,"[(0, 23), (71, 118), (151, 167), (169, 245)]",Public
cabea841-7e22-41c9-b484-fb2bf64340a3,,Public
45e80e57-ea07-4e78-8196-b1e4032caf3d,"[(52, 65), (136, 176)]",Public
ed713f22-2a52-4bae-89f7-070b2a85155d,"[(0, 119)]",Public
996d342d-c5b0-41b0-a5a4-3a3591395a8a,"[(80, 117)]",Public
3dc9058b-26e3-4ec1-87d8-5753516e7cfd,"[(132, 170), (547, 558), (547, 558), (605, 625), (669, 677), (828, 883), (885, 890), (892, 918), (920, 1021)]",Public
04638986-04a1-4596-81b8-e746645ebe22,"[(378, 579), (874, 923), (925, 941)]",Public
655e9c76-0eff-4c8a-bafd-9c5ff59c1574,,Public
b01e4315-6c12-4ad0-9222-ce0604144f55,"[(206, 310), (314, 358)]",Public
c07b8cc5-c1ab-42f1-bad1-14c438065f8b,"[(0, 29), (35, 137)]",Public
eb9e1d23-d43c-4446-8617-cb7c72cad053,"[(90, 104), (230, 327)]",Public
0dafa625-80f8-4c8a-bc02-a1d7b3197af7,"[(209, 544), (810, 1085), (1087, 1255), (1602, 1621), (1623, 1723), (1816, 1887)]",Public
4995a393-ebad-423b-aba6-e060b9d7e86e,"[(240, 262), (342, 358), (360, 415)]",Public
457eea94-7805-4f77-8fc0-41d741d674d5,"[(2, 171)]",Public
ae9d92a5-a0a6-40ee-a572-e345955e38d3,,Public
4f98218a-bdb0-4228-ba79-dbed4d573159,,Public
37f7ce68-46b4-4f30-80f0-3a76f0446432,"[(49, 352), (669, 778)]",Public
3c21fdc6-d2cd-4264-a728-097f61a7af9d,"[(42, 89)]",Public
57eeacc2-2340-4add-9a36-dd4deb4ad81e,"[(69, 90), (241, 257), (321, 328), (330, 354), (356, 391), (403, 433), (436, 450)]",Public
8d4b87db-7b1f-41d7-a317-6c21b3df2fb2,"[(0, 38), (78, 127)]",Public
47124535-2c19-4a38-bef6-3b2e23483395,"[(13, 101), (114, 245), (351, 372), (375, 409), (451, 458), (461, 482), (493, 525), (605, 626), (631, 859), (866, 966), (973, 1127), (1134, 1202)]",Public
ec8b880f-d490-44bc-95dc-4604fd391a1e,"[(0, 137)]",Public
85d6f61f-1ee3-4766-b616-593801e38dd9,"[(102, 123), (128, 168), (191, 246)]",Public
b8f677f5-b5d7-4bbd-8dc0-fad1fad9d5b2,"[(0, 12)]",Public
7be90951-d232-4ce1-b75c-197589afe7be,"[(15, 100), (102, 103)]",Public
44064145-afa3-4efe-89a2-e01ac80d168a,"[(0, 90), (203, 295)]",Public
cd0a202d-1bc6-4ae3-9722-25e75e686d5e,"[(33, 39), (54, 83), (86, 241), (244, 305), (311, 370), (373, 387)]",Public
4862bd86-367e-451b-9a4a-61e2e9d59a81,"[(19, 443)]",Public
b1ff796f-ee88-445d-ae41-9c6b6b7240cb,,Public
c8855d3c-ce5d-4643-81f8-82b66612a2b9,"[(517, 546)]",Public
65adcdae-3e13-499e-b68c-3846f52b9835,,Public
d5041e79-6d14-4614-962c-211f897205fa,"[(187, 238), (284, 300), (355, 387), (391, 644), (645, 691), (783, 936)]",Public
0093a2f8-03cd-4168-a215-3c280305c1b6,"[(47, 104), (197, 271), (273, 372)]",Public
0feb8de3-2b95-4a51-a57c-06a1c0f5dce8,,Public
4fa01450-b596-4878-b742-156896ba059a,"[(0, 14), (75, 406), (452, 620)]",Public
0c75eaae-34ec-4e7c-aa0f-aa88140f6c26,"[(36, 66), (134, 168)]",Public
061d2a7c-ee64-4dad-8a9f-47e26681b020,,Public
78c76fd7-8a21-4b5e-bcac-083858c26778,"[(0, 1), (3, 20), (29, 41), (55, 72), (121, 172)]",Public
675e4ce4-b709-47bf-bf11-f5a9af418b1a,"[(0, 192)]",Public
87b47648-bf7b-478a-b4e2-3b03c4f10add,,Public
41ea9756-5049-48c4-9fbd-829750a31b87,"[(150, 230), (653, 676), (680, 785)]",Public
4d6849c7-9847-4023-b6bc-46aaf5592470,"[(61, 77), (79, 162), (164, 178), (180, 232), (334, 411), (413, 486), (488, 659), (663, 986)]",Public
3e3c76eb-cffe-4ec3-8944-8ab4a3583350,"[(0, 68), (108, 150)]",Public
31d08c99-91f6-4ff3-a8f3-a889fdd1ee0d,"[(3, 138), (140, 358), (380, 492)]",Public
8b27e605-8bb8-4769-8c09-b22390568c43,,Public
0bafc89a-e800-43ea-8800-8f0e5961eead,"[(84, 138)]",Public
161165f2-1bba-413f-8e2a-ac8836e751a2,"[(75, 93), (549, 564)]",Public
2e659923-280e-4772-a2b8-acfe5b8b808c,"[(0, 52), (128, 315), (684, 873)]",Public
62072807-55f1-4a3e-aaaa-8c32ee85ab86,,Public
01498942-e696-46a4-8b34-179aeeb09022,"[(0, 22), (125, 135), (148, 160), (215, 232), (274, 309)]",Public
ed034379-94d1-422d-a020-035c63655fe7,,Public
5c8ab71c-05f2-4e89-9175-ed6f9a04d92c,"[(683, 924), (1064, 1115)]",Public
3314ab48-a196-4a33-a1de-91613e1d4723,,Public
d19f96f4-4642-4094-bac7-9ac1ce43b61b,"[(0, 44), (285, 366)]",Public
f535847f-93df-4872-b09a-7e5568cd3f4b,"[(0, 27), (153, 180)]",Public
37e94dca-e282-4c42-a0ea-17c0c12e627c,"[(0, 22), (35, 56), (58, 94), (97, 121), (124, 260)]",Public
e224291d-a3f5-48ba-8c1b-6dca8004cd14,"[(104, 218)]",Public
76f3ac48-7e38-4136-9d72-fce75e15100b,"[(0, 35), (82, 102), (152, 277), (317, 336)]",Public
eeb54e07-c7bb-4c9a-ba96-9d1503974e0d,"[(41, 76), (154, 192), (202, 236), (238, 266), (269, 320)]",Public
c64927a5-c8af-449e-9eab-de33d11d22ac,,Public
1dd16866-1beb-4491-bb31-26d29aac9160,"[(0, 34), (327, 351), (378, 391), (393, 519), (533, 554), (615, 639), (708, 780), (1276, 1286), (1329, 1349)]",Public
2d7615f8-a7bb-4677-81c6-2f0abefd65a2,,Public
bd33b91c-23d7-4f95-9882-ae1120fd6851,"[(0, 153)]",Public
5f61ad0d-67e9-4c46-b360-550425ef61fc,"[(95, 409), (419, 439), (443, 625), (640, 654)]",Public
bdc9ae20-a649-4ab0-951a-500086bb0f8d,"[(0, 166)]",Public
de7753b3-b7a4-47ae-a793-98556f04ce0d,"[(6, 199)]",Public
41a3a022-7fc5-4e3d-b920-8b8d1d7c54d8,"[(0, 47)]",Public
5c154b3b-6260-4cbc-a111-d1d2146032c3,"[(17, 37), (41, 98)]",Public
040a239f-8201-400a-b3aa-0304030ac28c,"[(2, 22)]",Public
f075d4c4-818b-473c-8e5a-37ea497c3202,"[(307, 351), (493, 524), (754, 817), (872, 929)]",Public
06e13898-efb1-4177-8dba-65418c80a317,"[(72, 86), (186, 192), (306, 341), (443, 563)]",Public
6c41d02a-f0e4-442a-a6ed-18364e831884,,Public
ffe02213-0a69-4ff5-9f24-6f668c3e6744,,Public
42c8da31-584b-4b3a-9c98-80eb76eb2d66,,Public
8a2d1173-29fe-4125-8026-e9213794c726,,Public
14882274-8f21-47cd-ad76-48a24616fb3a,"[(459, 512), (514, 553), (556, 610)]",Public
8b7d8ec7-745e-492e-a960-f3804bbf1d6b,"[(50, 220), (229, 316), (317, 368), (379, 426)]",Public
0147ffad-ec85-4011-9db5-726932aef342,"[(48, 54)]",Public
ef2e2078-c6cf-4a39-b1a0-318b1c7e9e01,,Public
a45075b3-351e-4600-a16c-300e5b51c716,"[(85, 108)]",Public
87f427e1-ff51-4fd8-a316-7e48632510b9,"[(48, 202), (204, 291), (380, 397), (480, 511), (514, 598)]",Public
a648dbae-eef4-4a36-acf1-6a6332bff527,"[(205, 338), (485, 524), (725, 804), (808, 856), (861, 872)]",Public
91cfb30d-6352-45bb-a94c-9dbfbce19f24,,Public
fbd92837-4c1d-41ae-94fa-e26b9f7d0f53,"[(127, 551)]",Public
91c8cd75-2375-4d3f-a555-7d33de629f10,"[(138, 207), (367, 450), (488, 525)]",Public
6fa24294-df1f-4c23-8e95-a432015479a9,"[(204, 324), (395, 588)]",Public
8e6b5d6c-43ca-4723-9cff-57e5a4588b82,"[(0, 1), (254, 271)]",Public
24e7c6fa-15c0-4d6f-9064-e211d2d8ddc8,"[(0, 16), (21, 51), (53, 75), (79, 95), (99, 125)]",Public
d596f69c-aeaa-4e5d-baf7-d57cc8ded6ee,,Public
9f39848d-2c71-4b51-87a4-8503f578f0b4,"[(4, 41), (105, 164), (170, 334)]",Public
33b6e73b-9e71-4f87-a959-727d93d6c16a,"[(31, 48), (67, 87), (132, 159), (275, 298), (310, 323), (400, 458), (576, 595), (598, 624), (675, 716), (765, 785), (789, 804), (1017, 1057), (1192, 1204), (1207, 1226), (1546, 1564), (1692, 1709), (2195, 2214), (2277, 2292), (2647, 2659), (2662, 2692), (2767, 2785), (3087, 3090), (3122, 3136), (3534, 3555), (3606, 3640)]",Public
b6476254-17d4-46af-b19d-baf0a230b3d1,"[(0, 18), (26, 45), (47, 93), (96, 211)]",Public
c43de457-214a-443d-9dff-9e96354301d3,,Public
57c43a10-aed6-49e5-893a-95c61e4e765f,,Public
453f47c1-dc71-4613-b07f-d6e37739148f,"[(3, 223)]",Public
babe68f9-6593-49d6-bf3b-630f085c5454,,Public
9a11f953-8acc-4f1a-af48-8a9045804aac,"[(59, 125), (127, 134)]",Public
8963d39c-0b87-45f7-8008-895b98f4b44b,,Public
01910520-cdb7-4808-adea-ea4f7ede4b6c,,Public
9f87eac6-810e-43f8-9de2-71cbeb74f8cb,,Public
951599db-e775-41d9-abaa-2d48aec45b21,"[(4, 364)]",Public
8500d319-bc63-4010-b2a1-486a68f7edda,,Public
0974efdb-22cf-41ed-b9f1-edbf6e4593ea,"[(27, 106)]",Public
0709fc70-50a4-4909-a917-b25ce109e40f,"[(0, 6), (322, 412), (427, 433)]",Public
c8b461e3-b7a6-479c-9798-f64b08bd13fa,"[(19, 186)]",Public
2562e91a-a3b4-41fc-825b-580772144bf5,"[(42, 59), (229, 246), (248, 337), (356, 363), (394, 396), (402, 448), (451, 511)]",Public
e0f8b10f-afee-4a78-b2c6-db3a3535fc2e,"[(22, 50), (257, 320)]",Public
447f1f8d-27ad-4825-b0fd-83e501547777,"[(0, 21), (125, 141), (171, 208), (226, 247), (318, 350), (360, 478), (522, 557), (627, 643), (660, 677), (787, 815)]",Public
8d045444-a76f-4fea-ba3a-32578278d2d1,"[(130, 170), (324, 388), (545, 596)]",Public
db2740e3-6a18-4462-a94e-5efc4235e99b,"[(124, 198), (359, 382), (900, 940)]",Public
abc9132d-5463-4c0e-a7fb-4b697a6e9b89,"[(114, 137), (225, 243), (274, 283), (363, 414)]",Public
f6f0aad7-eb56-4460-bb46-cbfc923a2e1d,"[(0, 50), (121, 154), (158, 234)]",Public
287f86cd-4766-412a-9259-33216b98cbf2,,Public
03aadfa7-b456-4b89-9997-59c28d86f1fd,,Public
c49b70c7-93c0-4271-a6a8-f68067c16d73,"[(3, 53), (393, 480)]",Public
5d0253d3-f63b-4615-937b-67103f05c596,"[(0, 30), (87, 103), (105, 123), (125, 153), (163, 190), (213, 228), (369, 404)]",Public
a267a1c6-301e-4848-bc64-8585e3c2db49,,Public
5d08bf51-e8db-4399-8395-b8b4697a0f39,,Public
6fae0906-6be0-481f-98f3-848f5fae999b,,Public
da154715-1e70-44c4-a565-93c7d26294e9,"[(380, 442), (606, 823)]",Public
667d8e4b-0f33-4e2a-9cbe-57a3d6360bc7,,Public
4014117c-34b6-45ef-92c3-d16ff3f8a1e5,"[(3, 146)]",Public
d7bd5853-068d-402a-a51f-523f24ff1fc6,"[(0, 179), (211, 304), (452, 675), (813, 900), (1215, 1407), (1557, 1735)]",Public
1693404a-e46d-4199-b90b-a135ed98587f,"[(0, 302), (618, 773)]",Public
b29a97f5-a919-4619-82f3-6d6d9f21ef10,"[(6, 31), (227, 325), (329, 497)]",Public
73922412-4249-4328-a6e7-890faec42a5d,"[(0, 190)]",Public
0bb35c1b-c149-4d3e-bd0f-5e2e0d82dfce,"[(0, 68), (279, 352)]",Public
a606ad8c-b237-48fe-ae04-09ce1792c483,,Public
bb7873d1-cf46-443a-8e39-04c2b89f0826,,Public
d66ff58f-0c7d-4601-b7a8-db65cd4675f5,,Public
b32b835f-d1cc-4717-89bd-71f14edac3e9,,Public
4aa67879-d5ad-42f6-89ed-b8ff07ab112c,,Public
fa98980b-dd15-4e5f-9ccd-3c219953ed79,"[(0, 42), (44, 91), (133, 339)]",Public
d5b81def-b193-46a8-98cf-92247c39fc43,"[(92, 307), (335, 471), (535, 648), (822, 1131)]",Public
42beb76f-0157-415d-bfbe-e1e2630c6d6f,"[(3, 22), (36, 54), (439, 504), (631, 807), (848, 879), (883, 1202)]",Public
fee85b48-19d1-42fe-8528-3ba337b7c784,"[(169, 183), (186, 198)]",Public
2012ba24-fb61-4b33-b333-d5eaea6326a7,,Public
ab20ad29-aaa4-48ca-bdd4-a89fb17480e9,"[(0, 8), (31, 60), (428, 447), (449, 485), (491, 550), (554, 615), (619, 689), (697, 743), (765, 812)]",Public
9cbba9fe-12a2-4a60-b9b1-e6238de8307e,"[(0, 39), (198, 274)]",Public
ab53ce51-8945-482f-9fe5-53d836fb643e,,Public
04a35269-93cf-411d-8a8d-060b5b96b571,"[(3, 24), (27, 29), (311, 331), (377, 383), (415, 435)]",Public
fbacc8b2-eb97-4f88-ab20-f69a0479bb02,,Public
8f590793-b754-407a-90a5-112a20548cc6,,Public
68ada82d-2efc-402e-bde3-4665d34e01bd,,Public
47ef63eb-66f2-4d5d-9428-42c8bd90e153,"[(310, 347), (407, 433), (458, 485), (578, 603)]",Public
e940917d-d754-4e89-a67f-0d78e7754cf1,"[(546, 615), (843, 877)]",Public
9c401b99-5c99-410f-9b46-eee8a27b76c9,,Public
a0929ae7-c2e8-47ca-a9fb-8e3e85b64352,"[(28, 50), (74, 93), (265, 300)]",Public
4dda824b-4561-4600-9012-5698cb71a7f1,,Public
41369550-fc8e-4fdf-9f1d-8f8243bed9cc,"[(9, 81)]",Public
929a6dfa-2420-4a07-b96a-4a056d9e0522,"[(0, 165)]",Public
1b0f8b9f-4363-408b-a6c1-d6b50cf4c24d,"[(0, 49), (51, 64), (109, 131)]",Public
463cd56e-88d2-4551-a135-ea6f3beab412,"[(63, 87)]",Public
0675c253-aa85-44a0-a45d-258e05b3516a,"[(0, 18), (73, 130), (367, 436)]",Public
1361a093-e5f1-447a-acab-c188f302b9b8,"[(100, 143), (153, 310)]",Public
b9816390-8562-447d-a899-f0f0ee8d82b1,"[(37, 239), (338, 374)]",Public
8bc80382-5cff-4452-a75d-e4474bc5bc87,,Public
085f1682-7737-4110-8933-7d2218dc94fe,"[(2, 54), (159, 273)]",Public
d2be7fd9-3388-4174-80a9-4a4856536f31,"[(24, 104), (176, 183)]",Public
46e854b5-b575-4b03-9082-bef558e3e10a,"[(51, 72), (214, 264), (358, 488)]",Public
ec295050-a624-42c7-8502-33e47b1f0a35,"[(0, 79)]",Public
c7b6c7f5-c704-4cd5-8dbc-b0c1bc2cd272,"[(0, 139)]",Public
aa58a216-5a26-4107-a238-1d0824bca248,"[(166, 328), (331, 420)]",Public
a56ce2c6-7cc3-4504-88d8-c6d2180a4dfe,"[(5, 29), (485, 515), (1113, 1214), (1239, 1308), (1666, 1784), (1788, 1815), (1825, 1847), (1849, 1935)]",Public
081640f6-34ae-449e-b7e0-3ce7fdf823e3,,Public
fa57ae5f-9d89-4b1c-9d74-cd772f231ca8,"[(2, 113)]",Public
